Level	Rule Name	Subject	Property	Value
WARN	missing_definition	PHIPO:0000110	IAO:0000115		
WARN	missing_definition	PHIPO:0000110	IAO:0000600		
WARN	missing_definition	PHIPO:0000111	IAO:0000115		
WARN	missing_definition	PHIPO:0000111	IAO:0000600		
WARN	missing_definition	PHIPO:0000112	IAO:0000115		
WARN	missing_definition	PHIPO:0000112	IAO:0000600		
WARN	missing_definition	PHIPO:0000113	IAO:0000600		
WARN	missing_definition	PHIPO:0000114	IAO:0000115		
WARN	missing_definition	PHIPO:0000114	IAO:0000600		
WARN	missing_definition	PHIPO:0000115	IAO:0000115		
WARN	missing_definition	PHIPO:0000115	IAO:0000600		
WARN	missing_definition	PHIPO:0000116	IAO:0000115		
WARN	missing_definition	PHIPO:0000116	IAO:0000600		
WARN	missing_definition	PHIPO:0000117	IAO:0000115		
WARN	missing_definition	PHIPO:0000117	IAO:0000600		
WARN	missing_definition	PHIPO:0000118	IAO:0000115		
WARN	missing_definition	PHIPO:0000118	IAO:0000600		
WARN	missing_definition	PHIPO:0000119	IAO:0000115		
WARN	missing_definition	PHIPO:0000119	IAO:0000600		
WARN	missing_definition	PHIPO:0000120	IAO:0000115		
WARN	missing_definition	PHIPO:0000120	IAO:0000600		
WARN	missing_definition	PHIPO:0000121	IAO:0000115		
WARN	missing_definition	PHIPO:0000121	IAO:0000600		
WARN	missing_definition	PHIPO:0000122	IAO:0000115		
WARN	missing_definition	PHIPO:0000122	IAO:0000600		
WARN	missing_definition	PHIPO:0000123	IAO:0000115		
WARN	missing_definition	PHIPO:0000123	IAO:0000600		
WARN	missing_definition	PHIPO:0000124	IAO:0000115		
WARN	missing_definition	PHIPO:0000124	IAO:0000600		
WARN	missing_definition	PHIPO:0000125	IAO:0000115		
WARN	missing_definition	PHIPO:0000125	IAO:0000600		
WARN	missing_definition	PHIPO:0000126	IAO:0000115		
WARN	missing_definition	PHIPO:0000126	IAO:0000600		
WARN	missing_definition	PHIPO:0000127	IAO:0000115		
WARN	missing_definition	PHIPO:0000127	IAO:0000600		
WARN	missing_definition	PHIPO:0000128	IAO:0000115		
WARN	missing_definition	PHIPO:0000128	IAO:0000600		
WARN	missing_definition	PHIPO:0000129	IAO:0000115		
WARN	missing_definition	PHIPO:0000129	IAO:0000600		
WARN	missing_definition	PHIPO:0000130	IAO:0000115		
WARN	missing_definition	PHIPO:0000130	IAO:0000600		
WARN	missing_definition	PHIPO:0000131	IAO:0000600		
WARN	missing_definition	PHIPO:0000132	IAO:0000600		
WARN	missing_definition	PHIPO:0000133	IAO:0000600		
WARN	missing_definition	PHIPO:0000134	IAO:0000600		
WARN	missing_definition	PHIPO:0000135	IAO:0000600		
WARN	missing_definition	PHIPO:0000136	IAO:0000600		
WARN	missing_definition	PHIPO:0000137	IAO:0000600		
WARN	missing_definition	PHIPO:0000138	IAO:0000600		
WARN	missing_definition	PHIPO:0000139	IAO:0000600		
WARN	missing_definition	PHIPO:0000140	IAO:0000600		
WARN	missing_definition	PHIPO:0000141	IAO:0000600		
WARN	missing_definition	PHIPO:0000142	IAO:0000600		
WARN	missing_definition	PHIPO:0000143	IAO:0000600		
WARN	missing_definition	PHIPO:0000144	IAO:0000600		
WARN	missing_definition	PHIPO:0000145	IAO:0000600		
WARN	missing_definition	PHIPO:0000146	IAO:0000600		
WARN	missing_definition	PHIPO:0000147	IAO:0000600		
WARN	missing_definition	PHIPO:0000148	IAO:0000600		
WARN	missing_definition	PHIPO:0000149	IAO:0000600		
WARN	missing_definition	PHIPO:0000150	IAO:0000600		
WARN	missing_definition	PHIPO:0000151	IAO:0000600		
WARN	missing_definition	PHIPO:0000152	IAO:0000600		
WARN	missing_definition	PHIPO:0000153	IAO:0000600		
WARN	missing_definition	PHIPO:0000154	IAO:0000600		
WARN	missing_definition	PHIPO:0000155	IAO:0000600		
WARN	missing_definition	PHIPO:0000156	IAO:0000600		
WARN	missing_definition	PHIPO:0000157	IAO:0000115		
WARN	missing_definition	PHIPO:0000157	IAO:0000600		
WARN	missing_definition	PHIPO:0000158	IAO:0000600		
WARN	missing_definition	PHIPO:0000159	IAO:0000600		
WARN	missing_definition	PHIPO:0000160	IAO:0000115		
WARN	missing_definition	PHIPO:0000160	IAO:0000600		
WARN	missing_definition	PHIPO:0000161	IAO:0000115		
WARN	missing_definition	PHIPO:0000161	IAO:0000600		
WARN	missing_definition	PHIPO:0000162	IAO:0000600		
WARN	missing_definition	PHIPO:0000163	IAO:0000115		
WARN	missing_definition	PHIPO:0000163	IAO:0000600		
WARN	missing_definition	PHIPO:0000164	IAO:0000600		
WARN	missing_definition	PHIPO:0000165	IAO:0000115		
WARN	missing_definition	PHIPO:0000165	IAO:0000600		
WARN	missing_definition	PHIPO:0000166	IAO:0000115		
WARN	missing_definition	PHIPO:0000166	IAO:0000600		
WARN	missing_definition	PHIPO:0000167	IAO:0000600		
WARN	missing_definition	PHIPO:0000168	IAO:0000600		
WARN	missing_definition	PHIPO:0000169	IAO:0000115		
WARN	missing_definition	PHIPO:0000169	IAO:0000600		
WARN	missing_definition	PHIPO:0000170	IAO:0000115		
WARN	missing_definition	PHIPO:0000170	IAO:0000600		
WARN	missing_definition	PHIPO:0000171	IAO:0000600		
WARN	missing_definition	PHIPO:0000172	IAO:0000600		
WARN	missing_definition	PHIPO:0000173	IAO:0000115		
WARN	missing_definition	PHIPO:0000173	IAO:0000600		
WARN	missing_definition	PHIPO:0000174	IAO:0000600		
WARN	missing_definition	PHIPO:0000175	IAO:0000115		
WARN	missing_definition	PHIPO:0000175	IAO:0000600		
WARN	missing_definition	PHIPO:0000176	IAO:0000600		
WARN	missing_definition	PHIPO:0000177	IAO:0000115		
WARN	missing_definition	PHIPO:0000177	IAO:0000600		
WARN	missing_definition	PHIPO:0000178	IAO:0000600		
WARN	missing_definition	PHIPO:0000179	IAO:0000115		
WARN	missing_definition	PHIPO:0000179	IAO:0000600		
WARN	missing_definition	PHIPO:0000180	IAO:0000600		
WARN	missing_definition	PHIPO:0000181	IAO:0000115		
WARN	missing_definition	PHIPO:0000181	IAO:0000600		
WARN	missing_definition	PHIPO:0000182	IAO:0000115		
WARN	missing_definition	PHIPO:0000182	IAO:0000600		
WARN	missing_definition	PHIPO:0000183	IAO:0000600		
WARN	missing_definition	PHIPO:0000184	IAO:0000115		
WARN	missing_definition	PHIPO:0000184	IAO:0000600		
WARN	missing_definition	PHIPO:0000185	IAO:0000600		
WARN	missing_definition	PHIPO:0000186	IAO:0000115		
WARN	missing_definition	PHIPO:0000186	IAO:0000600		
WARN	missing_definition	PHIPO:0000187	IAO:0000600		
WARN	missing_definition	PHIPO:0000188	IAO:0000115		
WARN	missing_definition	PHIPO:0000188	IAO:0000600		
WARN	missing_definition	PHIPO:0000189	IAO:0000600		
WARN	missing_definition	PHIPO:0000190	IAO:0000115		
WARN	missing_definition	PHIPO:0000190	IAO:0000600		
WARN	missing_definition	PHIPO:0000191	IAO:0000600		
WARN	missing_definition	PHIPO:0000192	IAO:0000115		
WARN	missing_definition	PHIPO:0000192	IAO:0000600		
WARN	missing_definition	PHIPO:0000193	IAO:0000600		
WARN	missing_definition	PHIPO:0000195	IAO:0000115		
WARN	missing_definition	PHIPO:0000195	IAO:0000600		
WARN	missing_definition	PHIPO:0000196	IAO:0000115		
WARN	missing_definition	PHIPO:0000196	IAO:0000600		
WARN	missing_definition	PHIPO:0000197	IAO:0000600		
WARN	missing_definition	PHIPO:0000198	IAO:0000115		
WARN	missing_definition	PHIPO:0000198	IAO:0000600		
WARN	missing_definition	PHIPO:0000199	IAO:0000600		
WARN	missing_definition	PHIPO:0000200	IAO:0000115		
WARN	missing_definition	PHIPO:0000200	IAO:0000600		
WARN	missing_definition	PHIPO:0000201	IAO:0000600		
WARN	missing_definition	PHIPO:0000202	IAO:0000600		
WARN	missing_definition	PHIPO:0000203	IAO:0000115		
WARN	missing_definition	PHIPO:0000203	IAO:0000600		
WARN	missing_definition	PHIPO:0000204	IAO:0000600		
WARN	missing_definition	PHIPO:0000205	IAO:0000115		
WARN	missing_definition	PHIPO:0000205	IAO:0000600		
WARN	missing_definition	PHIPO:0000206	IAO:0000600		
WARN	missing_definition	PHIPO:0000207	IAO:0000600		
WARN	missing_definition	PHIPO:0000208	IAO:0000600		
WARN	missing_definition	PHIPO:0000209	IAO:0000115		
WARN	missing_definition	PHIPO:0000209	IAO:0000600		
WARN	missing_definition	PHIPO:0000210	IAO:0000600		
WARN	missing_definition	PHIPO:0000211	IAO:0000115		
WARN	missing_definition	PHIPO:0000211	IAO:0000600		
WARN	missing_definition	PHIPO:0000212	IAO:0000600		
WARN	missing_definition	PHIPO:0000213	IAO:0000115		
WARN	missing_definition	PHIPO:0000213	IAO:0000600		
WARN	missing_definition	PHIPO:0000214	IAO:0000600		
WARN	missing_definition	PHIPO:0000215	IAO:0000115		
WARN	missing_definition	PHIPO:0000215	IAO:0000600		
WARN	missing_definition	PHIPO:0000216	IAO:0000115		
WARN	missing_definition	PHIPO:0000216	IAO:0000600		
WARN	missing_definition	PHIPO:0000217	IAO:0000600		
WARN	missing_definition	PHIPO:0000218	IAO:0000600		
WARN	missing_definition	PHIPO:0000219	IAO:0000600		
WARN	missing_definition	PHIPO:0000220	IAO:0000600		
WARN	missing_definition	PHIPO:0000221	IAO:0000115		
WARN	missing_definition	PHIPO:0000221	IAO:0000600		
WARN	missing_definition	PHIPO:0000222	IAO:0000115		
WARN	missing_definition	PHIPO:0000222	IAO:0000600		
WARN	missing_definition	PHIPO:0000223	IAO:0000115		
WARN	missing_definition	PHIPO:0000223	IAO:0000600		
WARN	missing_definition	PHIPO:0000224	IAO:0000115		
WARN	missing_definition	PHIPO:0000224	IAO:0000600		
WARN	missing_definition	PHIPO:0000225	IAO:0000115		
WARN	missing_definition	PHIPO:0000225	IAO:0000600		
WARN	missing_definition	PHIPO:0000226	IAO:0000600		
WARN	missing_definition	PHIPO:0000227	IAO:0000600		
WARN	missing_definition	PHIPO:0000228	IAO:0000600		
WARN	missing_definition	PHIPO:0000229	IAO:0000600		
WARN	missing_definition	PHIPO:0000230	IAO:0000600		
WARN	missing_definition	PHIPO:0000231	IAO:0000600		
WARN	missing_definition	PHIPO:0000232	IAO:0000600		
WARN	missing_definition	PHIPO:0000233	IAO:0000600		
WARN	missing_definition	PHIPO:0000234	IAO:0000600		
WARN	missing_definition	PHIPO:0000235	IAO:0000600		
WARN	missing_definition	PHIPO:0000236	IAO:0000600		
WARN	missing_definition	PHIPO:0000237	IAO:0000600		
WARN	missing_definition	PHIPO:0000238	IAO:0000600		
WARN	missing_definition	PHIPO:0000239	IAO:0000600		
WARN	missing_definition	PHIPO:0000240	IAO:0000600		
WARN	missing_definition	PHIPO:0000241	IAO:0000600		
WARN	missing_definition	PHIPO:0000242	IAO:0000600		
WARN	missing_definition	PHIPO:0000243	IAO:0000600		
WARN	missing_definition	PHIPO:0000244	IAO:0000600		
WARN	missing_definition	PHIPO:0000245	IAO:0000600		
WARN	missing_definition	PHIPO:0000246	IAO:0000600		
WARN	missing_definition	PHIPO:0000247	IAO:0000600		
WARN	missing_definition	PHIPO:0000248	IAO:0000600		
WARN	missing_definition	PHIPO:0000249	IAO:0000600		
WARN	missing_definition	PHIPO:0000250	IAO:0000600		
WARN	missing_definition	PHIPO:0000251	IAO:0000600		
WARN	missing_definition	PHIPO:0000252	IAO:0000600		
WARN	missing_definition	PHIPO:0000253	IAO:0000600		
WARN	missing_definition	PHIPO:0000254	IAO:0000600		
WARN	missing_definition	PHIPO:0000255	IAO:0000600		
WARN	missing_definition	PHIPO:0000256	IAO:0000600		
WARN	missing_definition	PHIPO:0000257	IAO:0000600		
WARN	missing_definition	PHIPO:0000258	IAO:0000600		
WARN	missing_definition	PHIPO:0000259	IAO:0000600		
WARN	missing_definition	PHIPO:0000260	IAO:0000600		
WARN	missing_definition	PHIPO:0000261	IAO:0000600		
WARN	missing_definition	PHIPO:0000262	IAO:0000600		
WARN	missing_definition	PHIPO:0000263	IAO:0000600		
WARN	missing_definition	PHIPO:0000264	IAO:0000600		
WARN	missing_definition	PHIPO:0000265	IAO:0000600		
WARN	missing_definition	PHIPO:0000266	IAO:0000600		
WARN	missing_definition	PHIPO:0000267	IAO:0000600		
WARN	missing_definition	PHIPO:0000268	IAO:0000600		
WARN	missing_definition	PHIPO:0000269	IAO:0000600		
WARN	missing_definition	PHIPO:0000270	IAO:0000600		
WARN	missing_definition	PHIPO:0000271	IAO:0000600		
WARN	missing_definition	PHIPO:0000272	IAO:0000600		
WARN	missing_definition	PHIPO:0000273	IAO:0000115		
WARN	missing_definition	PHIPO:0000273	IAO:0000600		
WARN	missing_definition	PHIPO:0000274	IAO:0000115		
WARN	missing_definition	PHIPO:0000274	IAO:0000600		
WARN	missing_definition	PHIPO:0000275	IAO:0000115		
WARN	missing_definition	PHIPO:0000275	IAO:0000600		
WARN	missing_definition	PHIPO:0000276	IAO:0000115		
WARN	missing_definition	PHIPO:0000276	IAO:0000600		
WARN	missing_definition	PHIPO:0000277	IAO:0000115		
WARN	missing_definition	PHIPO:0000277	IAO:0000600		
WARN	missing_definition	PHIPO:0000278	IAO:0000115		
WARN	missing_definition	PHIPO:0000278	IAO:0000600		
WARN	missing_definition	PHIPO:0000279	IAO:0000115		
WARN	missing_definition	PHIPO:0000279	IAO:0000600		
WARN	missing_definition	PHIPO:0000280	IAO:0000115		
WARN	missing_definition	PHIPO:0000280	IAO:0000600		
WARN	missing_definition	PHIPO:0000281	IAO:0000115		
WARN	missing_definition	PHIPO:0000281	IAO:0000600		
WARN	missing_definition	PHIPO:0000282	IAO:0000115		
WARN	missing_definition	PHIPO:0000282	IAO:0000600		
WARN	missing_definition	PHIPO:0000283	IAO:0000115		
WARN	missing_definition	PHIPO:0000283	IAO:0000600		
WARN	missing_definition	PHIPO:0000284	IAO:0000115		
WARN	missing_definition	PHIPO:0000284	IAO:0000600		
WARN	missing_definition	PHIPO:0000285	IAO:0000115		
WARN	missing_definition	PHIPO:0000285	IAO:0000600		
WARN	missing_definition	PHIPO:0000286	IAO:0000115		
WARN	missing_definition	PHIPO:0000286	IAO:0000600		
WARN	missing_definition	PHIPO:0000287	IAO:0000115		
WARN	missing_definition	PHIPO:0000287	IAO:0000600		
WARN	missing_definition	PHIPO:0000288	IAO:0000115		
WARN	missing_definition	PHIPO:0000288	IAO:0000600		
WARN	missing_definition	PHIPO:0000289	IAO:0000115		
WARN	missing_definition	PHIPO:0000289	IAO:0000600		
WARN	missing_definition	PHIPO:0000290	IAO:0000115		
WARN	missing_definition	PHIPO:0000290	IAO:0000600		
WARN	missing_definition	PHIPO:0000291	IAO:0000115		
WARN	missing_definition	PHIPO:0000291	IAO:0000600		
WARN	missing_definition	PHIPO:0000292	IAO:0000115		
WARN	missing_definition	PHIPO:0000292	IAO:0000600		
WARN	missing_definition	PHIPO:0000293	IAO:0000115		
WARN	missing_definition	PHIPO:0000293	IAO:0000600		
WARN	missing_definition	PHIPO:0000294	IAO:0000115		
WARN	missing_definition	PHIPO:0000294	IAO:0000600		
WARN	missing_definition	PHIPO:0000295	IAO:0000115		
WARN	missing_definition	PHIPO:0000295	IAO:0000600		
WARN	missing_definition	PHIPO:0000296	IAO:0000115		
